country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-29,7,54,38,-5,-11,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-30,8,79,42,-5,-15,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-31,-18,85,55,-25,-44,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-01,-56,-46,39,-46,-57,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-02,-14,34,20,-8,2,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-03,-9,43,13,-5,-5,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-04,-9,43,5,-6,-4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-05,-7,43,12,-5,-1,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-06,-8,47,12,-6,-1,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-07,-6,50,1,-5,3,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-08,-8,41,-12,-6,12,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-09,-16,35,-19,-15,12,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-10,-5,47,-6,-2,6,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-11,-9,41,-5,-6,2,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-12,-7,39,8,-5,3,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-13,-8,42,11,-5,3,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-14,-7,43,8,-3,6,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-15,-8,37,1,-2,14,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-16,-12,36,2,-9,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-17,-8,40,1,-3,6,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-18,-9,39,3,-4,3,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-19,-4,39,11,-4,4,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-20,-6,44,20,-6,0,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-21,-3,47,12,-1,7,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-22,-5,40,10,0,15,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-23,-8,38,8,-5,14,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-24,-7,39,1,-3,9,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-25,-7,40,2,-7,2,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-26,-6,37,5,-2,7,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-27,-7,41,3,-2,8,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-28,-6,43,-8,-1,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-29,-7,38,-19,-5,17,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-30,-13,35,-22,-13,14,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-01-31,-6,43,-14,-1,14,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-01,-3,48,-10,1,11,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-02,-2,44,0,1,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-03,-2,49,3,4,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-04,4,54,-1,8,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-05,7,53,-4,7,21,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-06,-1,48,-7,-2,19,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-07,1,50,-9,7,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-08,0,50,-8,7,17,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-09,2,46,1,8,18,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-10,2,51,5,9,19,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-11,3,49,1,11,23,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-12,3,45,-5,6,21,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-13,-1,44,-3,0,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-14,-2,43,-4,10,24,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-15,-2,45,-5,9,20,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-16,0,43,4,9,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-17,-1,45,4,9,22,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-18,2,48,0,10,27,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-19,3,45,-2,5,23,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-20,-2,44,-3,-2,21,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-21,-4,42,-7,9,27,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-22,-3,43,-4,9,24,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-23,-1,41,5,8,25,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-24,-1,47,9,9,26,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-25,3,56,10,12,29,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-26,1,51,21,7,19,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-27,0,48,40,-5,17,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-02-28,-9,37,60,-23,-26,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-01,-25,15,42,-34,-44,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-02,-9,37,13,-9,1,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-03,-5,48,11,4,23,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-04,0,50,4,4,28,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-05,5,51,2,1,25,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-06,-1,47,1,-6,23,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-07,-2,47,-2,8,31,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-08,2,50,3,7,27,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-09,-1,44,9,5,28,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-10,-2,47,12,5,30,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-11,-2,44,5,5,33,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-12,2,44,-2,-1,25,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-13,-5,41,-6,-8,22,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-14,-9,35,-6,4,34,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-15,-7,39,-4,5,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-16,-5,37,5,4,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-17,-4,42,13,5,30,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-18,-1,44,10,7,34,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-19,2,43,4,0,22,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-20,-6,42,-6,-9,20,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-21,-9,38,-9,4,35,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-22,-8,39,-4,4,30,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-23,-5,36,4,4,31,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-24,-6,40,8,5,32,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-25,-3,43,8,5,34,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-26,0,42,5,-1,25,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-27,-6,41,-1,-7,20,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-28,-11,34,-5,4,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-29,-9,37,-3,2,32,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-30,-6,38,4,3,33,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-03-31,-6,47,3,3,34,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-01,-3,49,-3,4,38,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-02,2,49,-8,-4,24,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-03,-4,48,-11,-9,21,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-04,-7,40,-5,6,38,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-05,-5,44,-3,5,33,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-06,0,46,7,6,34,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-07,2,54,12,9,35,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-08,5,54,7,11,38,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-09,11,55,5,8,28,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-10,6,57,7,1,23,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-11,-2,48,-2,10,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-12,-2,47,-1,8,34,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-13,4,50,11,9,33,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-14,11,74,23,9,16,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-15,-34,17,28,-41,-61,16
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-16,0,53,15,-10,6,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-17,-11,39,-3,-3,19,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-18,-7,37,-4,8,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-19,-6,38,-1,6,32,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-20,6,48,15,9,31,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-21,-18,25,42,-34,-46,14
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-22,0,48,24,-10,2,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-23,-3,39,14,-4,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-24,-2,44,10,0,22,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-25,-8,40,-4,9,39,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-26,-7,41,-3,9,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-27,-4,39,7,8,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-28,-5,44,9,8,37,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-29,0,51,4,9,40,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-04-30,4,53,-6,0,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-01,0,45,3,-3,21,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-02,-5,48,-7,9,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-03,-5,46,-8,8,35,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-04,-1,44,-3,6,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-05,3,55,6,9,38,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-06,12,63,6,12,41,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-07,23,74,1,10,29,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-08,12,71,-6,3,31,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-09,-2,48,-5,10,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-10,-2,48,-5,9,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-11,-1,44,3,8,36,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-12,-2,48,8,8,37,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-13,2,49,7,9,40,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-14,7,49,0,4,27,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-15,-2,48,-9,-5,21,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-16,-6,43,-7,8,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-17,-7,42,-8,6,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-18,-6,40,-2,3,35,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-19,-5,46,2,5,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-20,-1,51,0,7,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-21,5,51,-2,2,26,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-22,-2,51,-3,-6,22,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-23,-7,42,-7,7,42,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-24,-7,42,-5,6,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-25,-4,42,3,6,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-26,-5,46,7,7,37,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-27,-2,49,2,8,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-28,0,47,-4,1,26,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-29,-5,48,-7,-5,22,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-30,-10,42,-11,5,42,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-05-31,-8,48,-11,4,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-01,-4,49,-1,5,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-02,-4,53,1,6,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-03,0,55,0,7,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-04,6,57,-7,1,27,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-05,-1,56,-9,-5,22,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-06,-3,51,-7,9,43,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-07,-1,54,-5,8,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-08,2,51,4,8,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-09,0,53,6,8,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-10,4,55,2,9,41,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-11,10,55,-5,4,30,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-12,13,57,0,-3,23,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-13,-5,44,-3,7,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-14,-6,44,-6,3,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-15,7,53,12,11,36,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-16,-16,31,36,-30,-43,14
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-17,1,54,15,-8,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-18,-1,46,3,-5,20,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-19,-7,44,-7,-5,20,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-20,-6,48,-5,9,41,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-21,-6,47,-3,6,36,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-22,-4,45,6,6,35,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-23,-3,53,18,6,33,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-24,-5,44,13,2,27,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-25,-1,48,3,0,26,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-26,-8,45,-9,-10,21,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-27,-9,42,-6,5,39,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-28,-7,44,-2,5,34,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-29,-6,41,6,0,30,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-06-30,-1,56,11,6,34,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-01,2,59,8,8,35,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-02,4,56,5,4,26,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-03,0,56,3,-2,22,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-04,-5,49,-3,6,33,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-05,-2,51,1,6,29,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-06,4,54,12,7,29,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-07,5,60,16,8,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-08,6,59,13,10,31,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-09,8,56,14,6,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-10,6,58,14,3,22,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-11,0,50,5,7,27,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-12,-2,46,4,5,23,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-13,0,44,10,3,23,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-14,-1,47,16,5,23,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-15,1,46,17,5,25,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-16,4,49,15,6,23,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-17,2,51,13,0,21,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-18,-4,43,6,4,23,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-19,-3,43,8,4,19,10
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-20,2,46,18,5,20,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-21,1,50,25,6,21,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-22,3,51,25,7,25,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-23,5,50,24,6,25,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-24,1,47,20,0,20,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-25,-4,45,8,5,27,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-26,-3,45,10,5,25,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-27,1,46,20,6,28,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-28,1,51,23,7,28,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-29,3,57,13,6,31,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-30,7,57,11,4,27,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-07-31,5,59,13,0,25,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-01,-1,55,2,10,40,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-02,-2,53,0,9,37,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-03,1,50,9,9,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-04,2,56,14,10,39,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-05,9,65,14,12,40,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-06,12,63,4,6,27,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-07,3,60,-2,-3,23,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-08,-1,53,-4,10,42,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-09,-3,49,-6,9,38,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-10,0,49,2,7,37,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-11,2,54,10,9,39,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-12,8,60,11,12,42,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-13,14,66,10,8,30,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-14,6,67,10,3,29,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-15,-3,47,9,9,33,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-16,-2,50,5,12,38,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-17,1,47,14,12,40,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-18,-1,50,15,10,40,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-19,0,52,6,7,43,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-20,5,54,1,0,30,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-21,1,54,1,-6,25,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2022-08-22,-2,49,3,12,45,6
